,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,predicted,probability space %,calibration logreg probability space %,calibration isoreg probability space %
2287,2019-03-19 13:36:21,2019-03-19 13:46:31,1,0.9,8.0,2.25,0.0,13.55,yellow,Murray Hill,Union Sq,Manhattan,Manhattan,0,0.01,1.24,0.0
1262,2019-03-09 16:42:33,2019-03-09 16:53:26,1,0.98,8.0,1.13,0.0,12.43,yellow,Greenwich Village North,Greenwich Village South,Manhattan,Manhattan,0,0.01,1.24,0.0
2946,2019-03-14 21:09:45,2019-03-14 21:15:38,1,0.92,6.0,1.96,0.0,11.76,yellow,East Chelsea,Clinton West,Manhattan,Manhattan,0,0.01,1.24,0.0
5306,2019-03-17 22:08:06,2019-03-17 22:24:13,2,3.77,14.0,2.67,0.0,20.47,yellow,Murray Hill,Long Island City/Hunters Point,Manhattan,Queens,0,0.1,1.24,0.0
5200,2019-03-30 00:13:24,2019-03-30 00:18:10,1,0.69,5.0,1.76,0.0,10.56,yellow,Greenwich Village South,Greenwich Village North,Manhattan,Manhattan,0,0.01,1.24,0.0
5799,2019-03-11 18:55:06,2019-03-11 19:28:21,1,4.6,22.5,0.0,0.0,24.3,green,Bushwick North,Crown Heights South,Brooklyn,Brooklyn,0,19.73,5.41,4.76
5407,2019-03-24 13:44:45,2019-03-24 14:04:56,6,5.39,19.0,0.0,0.0,22.3,yellow,Battery Park,Union Sq,Manhattan,Manhattan,1,85.02,89.73,93.78
6243,2019-03-12 11:40:49,2019-03-12 11:49:23,1,3.5,12.0,0.0,0.0,12.8,green,Steinway,LaGuardia Airport,Queens,Queens,1,87.04,91.08,93.78
2148,2019-03-24 10:36:40,2019-03-24 11:03:03,1,4.09,19.0,0.0,0.0,22.3,yellow,Battery Park City,Midtown South,Manhattan,Manhattan,1,82.38,87.71,93.1
256,2019-03-22 01:12:31,2019-03-22 01:26:25,2,2.77,12.0,1.0,0.0,16.8,yellow,Lower East Side,Flatiron,Manhattan,Manhattan,0,0.01,1.24,0.0
2524,2019-03-25 23:03:50,2019-03-25 23:19:43,2,4.06,15.5,0.0,0.0,19.3,yellow,Greenwich Village South,Clinton Hill,Manhattan,Brooklyn,1,88.25,91.81,93.78
1255,2019-03-10 01:43:34,2019-03-10 01:51:58,1,2.29,9.0,0.0,0.0,12.8,yellow,Midtown South,TriBeCa/Civic Center,Manhattan,Manhattan,1,92.25,93.85,93.78
18,2019-03-27 06:28:36,2019-03-27 06:38:10,1,2.18,9.5,1.92,0.0,14.72,yellow,Gramercy,Midtown Center,Manhattan,Manhattan,0,0.01,1.24,0.0
4499,2019-03-15 16:53:20,2019-03-15 17:24:47,1,3.83,21.0,5.06,0.0,30.36,yellow,Midtown East,TriBeCa/Civic Center,Manhattan,Manhattan,0,0.04,1.24,0.0
223,2019-03-13 21:57:25,2019-03-13 22:15:34,1,9.61,27.5,5.56,5.76,42.62,yellow,LaGuardia Airport,Lenox Hill East,Queens,Manhattan,0,0.07,1.24,0.0
3120,2019-03-10 11:40:26,2019-03-10 11:57:05,2,2.66,12.5,2.0,0.0,17.8,yellow,Upper East Side South,Gramercy,Manhattan,Manhattan,0,0.02,1.24,0.0
6415,2019-03-03 08:42:49,2019-03-03 08:46:55,1,0.89,5.0,0.0,0.0,5.8,green,Washington Heights South,Washington Heights South,Manhattan,Manhattan,1,84.28,89.2,93.78
67,2019-03-04 13:39:06,2019-03-04 13:58:52,1,3.3,15.5,0.0,0.0,18.8,yellow,Garment District,Yorkville East,Manhattan,Manhattan,1,90.14,92.84,93.78
6093,2019-03-03 15:24:17,2019-03-03 15:55:35,1,9.6,31.5,0.0,0.0,32.3,green,East Flatbush/Remsen Village,JFK Airport,Brooklyn,Queens,0,13.75,3.48,4.76
705,2019-03-17 21:21:53,2019-03-17 21:27:29,1,0.76,6.0,1.96,0.0,11.76,yellow,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan,0,0.01,1.24,0.0
159,2019-03-13 16:40:50,2019-03-13 16:51:55,1,2.0,9.5,1.0,0.0,14.8,yellow,Central Park,Upper East Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
5162,2019-03-21 19:54:49,2019-03-21 19:59:15,2,0.9,5.5,1.0,0.0,10.8,yellow,Kips Bay,Kips Bay,Manhattan,Manhattan,0,0.02,1.24,0.0
3265,2019-03-16 11:25:44,2019-03-16 11:37:44,2,5.0,16.0,2.9,0.0,22.2,yellow,Yorkville East,Lower East Side,Manhattan,Manhattan,0,0.02,1.24,0.0
3386,2019-03-12 07:42:30,2019-03-12 07:46:19,1,0.75,5.0,2.08,0.0,10.38,yellow,Central Park,Midtown Center,Manhattan,Manhattan,0,0.01,1.24,0.0
3474,2019-03-28 19:23:47,2019-03-28 19:30:52,1,0.6,6.0,2.58,0.0,12.88,yellow,Gramercy,Union Sq,Manhattan,Manhattan,0,0.01,1.24,0.0
3717,2019-03-07 08:19:06,2019-03-07 08:22:49,1,0.88,5.0,1.24,0.0,9.54,yellow,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0,0.01,1.24,0.0
1639,2019-03-10 21:04:50,2019-03-10 21:11:22,0,1.2,7.0,2.15,0.0,12.95,yellow,Clinton East,Lincoln Square West,Manhattan,Manhattan,0,0.02,1.24,0.0
1355,2019-03-11 15:10:10,2019-03-11 15:22:58,1,1.41,9.5,0.0,0.0,12.8,yellow,Murray Hill,Clinton East,Manhattan,Manhattan,1,92.95,94.16,93.78
4184,2019-03-30 11:26:22,2019-03-30 11:38:24,6,2.07,10.5,2.76,0.0,16.56,yellow,Upper East Side North,Lincoln Square East,Manhattan,Manhattan,0,0.03,1.24,0.0
1414,2019-03-03 14:49:24,2019-03-03 15:12:17,1,3.5,17.0,4.05,0.0,24.35,yellow,SoHo,Midtown East,Manhattan,Manhattan,0,0.03,1.24,0.0
3453,2019-03-29 23:25:54,2019-03-30 00:17:32,1,13.8,46.0,9.95,0.0,59.75,yellow,Lincoln Square East,Flatbush/Ditmas Park,Manhattan,Brooklyn,0,0.14,1.25,0.0
4001,2019-03-01 14:10:35,2019-03-01 14:29:31,3,2.2,12.5,2.37,0.0,18.17,yellow,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0,0.02,1.24,0.0
1517,2019-03-23 09:17:28,2019-03-23 09:19:17,3,0.48,3.5,1.36,0.0,8.16,yellow,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan,0,0.02,1.24,0.0
1846,2019-03-15 11:21:03,2019-03-15 11:42:02,1,2.48,14.5,3.56,0.0,21.36,yellow,Murray Hill,Little Italy/NoLiTa,Manhattan,Manhattan,0,0.01,1.24,0.0
5228,2019-03-27 21:00:59,2019-03-27 21:13:56,1,2.86,12.0,1.0,0.0,16.8,yellow,Little Italy/NoLiTa,West Chelsea/Hudson Yards,Manhattan,Manhattan,0,0.01,1.24,0.0
3881,2019-03-28 18:34:05,2019-03-28 18:40:29,1,0.87,6.0,2.06,0.0,12.36,yellow,Upper East Side South,Lenox Hill West,Manhattan,Manhattan,0,0.01,1.24,0.0
5380,2019-03-15 18:18:23,2019-03-15 18:28:45,1,2.25,9.5,0.0,0.0,13.8,yellow,Times Sq/Theatre District,Central Park,Manhattan,Manhattan,1,94.29,94.7,96.77
5307,2019-03-31 14:36:41,2019-03-31 14:48:28,1,2.3,10.0,2.66,0.0,15.96,yellow,Yorkville West,Lincoln Square East,Manhattan,Manhattan,0,0.01,1.24,0.0
2631,2019-03-20 19:30:25,2019-03-20 19:44:19,1,2.1,10.5,2.95,0.0,17.75,yellow,Midtown Center,East Chelsea,Manhattan,Manhattan,0,0.01,1.24,0.0
1899,2019-03-03 12:35:44,2019-03-03 12:42:41,1,1.4,7.0,0.0,0.0,10.3,yellow,Murray Hill,Midtown North,Manhattan,Manhattan,1,93.3,94.3,96.77
1588,2019-03-22 23:38:02,2019-03-22 23:47:27,2,0.86,7.5,1.0,0.0,12.3,yellow,East Village,Two Bridges/Seward Park,Manhattan,Manhattan,0,0.02,1.24,0.0
378,2019-03-24 08:53:31,2019-03-24 08:57:29,3,1.03,5.5,1.76,0.0,10.56,yellow,Chinatown,Greenwich Village South,Manhattan,Manhattan,0,0.55,1.29,0.0
5551,2019-03-14 10:56:40,2019-03-14 11:03:42,1,0.8,6.5,1.0,0.0,8.3,green,Central Harlem North,Central Harlem,Manhattan,Manhattan,0,0.06,1.24,0.0
32,2019-03-17 19:24:50,2019-03-17 19:29:58,1,0.62,5.5,1.0,0.0,9.8,yellow,Midtown Center,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0,0.01,1.24,0.0
767,2019-03-14 13:27:37,2019-03-14 13:32:26,1,0.74,5.5,1.76,0.0,10.56,yellow,Upper East Side South,Upper East Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
2867,2019-03-16 19:05:05,2019-03-16 19:10:23,3,0.4,5.0,1.65,0.0,9.95,yellow,East Village,East Village,Manhattan,Manhattan,0,0.02,1.24,0.0
878,2019-03-01 11:50:32,2019-03-01 11:59:16,1,1.2,7.5,2.15,0.0,12.95,yellow,East Village,SoHo,Manhattan,Manhattan,0,0.01,1.24,0.0
3588,2019-03-11 09:07:32,2019-03-11 09:28:16,1,2.3,14.0,2.6,0.0,19.9,yellow,Lenox Hill East,Times Sq/Theatre District,Manhattan,Manhattan,0,0.02,1.24,0.0
4213,2019-03-07 05:53:31,2019-03-07 05:59:20,1,1.4,6.5,1.95,0.0,11.75,yellow,Upper West Side North,East Harlem South,Manhattan,Manhattan,0,0.01,1.24,0.0
4023,2019-03-26 18:22:42,2019-03-26 18:47:07,1,2.52,16.0,4.06,0.0,24.36,yellow,Greenwich Village North,Midtown North,Manhattan,Manhattan,0,0.01,1.24,0.0
764,2019-03-08 18:25:53,2019-03-08 18:29:52,1,0.67,4.5,1.0,0.0,9.8,yellow,Midtown North,Midtown Center,Manhattan,Manhattan,0,0.01,1.24,0.0
3239,2019-03-30 04:45:36,2019-03-30 04:49:40,6,1.49,6.0,0.0,0.0,9.8,yellow,Lenox Hill West,Sutton Place/Turtle Bay North,Manhattan,Manhattan,1,94.33,94.71,96.77
3760,2019-03-02 23:34:29,2019-03-02 23:36:13,1,0.1,3.0,1.35,0.0,8.15,yellow,East Village,East Village,Manhattan,Manhattan,0,0.01,1.24,0.0
6037,2019-03-12 12:03:01,2019-03-12 12:13:09,1,2.3,10.5,4.2,0.0,18.25,green,Fort Greene,TriBeCa/Civic Center,Brooklyn,Manhattan,0,0.22,1.26,0.0
4734,2019-03-02 04:14:13,2019-03-02 04:38:32,1,6.82,23.0,0.0,0.0,26.8,yellow,Midtown North,UN/Turtle Bay South,Manhattan,Manhattan,1,68.92,71.67,75.0
2736,2019-03-05 09:44:10,2019-03-05 09:54:06,5,1.09,7.5,2.16,0.0,12.96,yellow,Midtown North,Lincoln Square West,Manhattan,Manhattan,0,0.02,1.24,0.0
1060,2019-03-23 20:58:35,2019-03-23 21:21:25,2,5.7,20.5,0.0,0.0,24.3,yellow,Lincoln Square East,Jackson Heights,Manhattan,Queens,1,87.39,91.3,93.78
179,2019-03-01 10:25:50,2019-03-01 10:32:29,1,0.84,6.0,0.0,0.0,9.3,yellow,Upper West Side South,Lincoln Square West,Manhattan,Manhattan,1,91.98,93.73,93.78
2985,2019-03-13 13:55:10,2019-03-13 14:03:51,1,0.91,7.0,0.0,0.0,10.3,yellow,Upper East Side North,Yorkville East,Manhattan,Manhattan,1,93.91,94.55,96.77
1335,2019-03-26 13:18:04,2019-03-26 13:35:34,1,4.04,16.5,3.0,0.0,22.8,yellow,Morningside Heights,Clinton East,Manhattan,Manhattan,0,0.02,1.24,0.0
5964,2019-03-31 10:09:02,2019-03-31 10:16:39,1,1.16,7.0,0.0,0.0,7.8,green,Forest Hills,Forest Hills,Queens,Queens,1,90.68,93.11,93.78
5135,2019-03-26 15:07:18,2019-03-26 15:23:00,1,2.3,12.0,3.05,0.0,18.35,yellow,Lenox Hill East,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
505,2019-03-23 18:46:09,2019-03-23 18:59:54,1,2.8,11.5,2.0,0.0,16.8,yellow,Central Harlem,Lincoln Square East,Manhattan,Manhattan,0,0.03,1.24,0.0
6036,2019-03-31 15:39:39,2019-03-31 16:12:02,1,8.44,22.43,0.0,0.0,22.93,green,South Jamaica,East New York,Queens,Brooklyn,0,34.03,14.68,9.09
2624,2019-03-07 18:54:55,2019-03-07 19:18:40,1,2.9,16.5,0.0,0.0,20.8,yellow,Union Sq,Sutton Place/Turtle Bay North,Manhattan,Manhattan,1,89.3,92.4,93.78
6007,2019-03-03 01:09:13,2019-03-03 01:14:22,1,1.01,6.0,0.0,0.0,7.3,green,Central Harlem,Central Harlem North,Manhattan,Manhattan,1,86.16,90.52,93.78
5955,2019-03-03 13:49:59,2019-03-03 13:56:45,1,1.11,6.5,0.0,0.0,7.3,green,Clinton Hill,Fort Greene,Brooklyn,Brooklyn,1,74.34,79.34,80.0
5211,2019-03-18 18:22:14,2019-03-18 18:42:26,1,2.8,14.0,3.65,0.0,21.95,yellow,Greenwich Village North,Midtown East,Manhattan,Manhattan,0,0.01,1.24,0.0
2496,2019-03-01 13:35:27,2019-03-01 13:53:57,1,1.52,12.0,3.82,0.0,19.12,yellow,UN/Turtle Bay South,Times Sq/Theatre District,Manhattan,Manhattan,0,0.01,1.24,0.0
1383,2019-03-12 10:34:25,2019-03-12 10:54:11,1,1.79,13.0,3.26,0.0,19.56,yellow,Gramercy,Hudson Sq,Manhattan,Manhattan,0,0.01,1.24,0.0
5008,2019-03-29 16:35:47,2019-03-29 16:39:17,1,0.36,4.5,0.0,0.0,8.8,yellow,Midtown South,Murray Hill,Manhattan,Manhattan,1,91.83,93.66,93.78
5866,2019-03-20 09:33:25,2019-03-20 09:56:05,2,3.2,16.0,3.9,0.0,23.45,green,Long Island City/Hunters Point,Lenox Hill West,Queens,Manhattan,0,0.31,1.26,0.0
2852,2019-03-20 14:05:21,2019-03-20 14:39:22,2,11.2,35.5,0.0,0.0,36.3,yellow,Van Cortlandt Village,Lenox Hill East,Bronx,Manhattan,0,7.56,2.19,0.0
170,2019-03-14 04:46:52,2019-03-14 04:49:50,2,0.56,4.0,1.56,0.0,9.36,yellow,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan,0,0.02,1.24,0.0
4714,2019-03-09 20:11:28,2019-03-09 20:21:34,3,1.19,8.0,3.54,0.0,15.34,yellow,Flatiron,Gramercy,Manhattan,Manhattan,0,0.02,1.24,0.0
4438,2019-03-02 23:18:52,2019-03-02 23:37:40,1,3.48,15.5,3.86,0.0,23.16,yellow,East Village,Clinton East,Manhattan,Manhattan,0,0.02,1.24,0.0
5100,2019-03-11 17:59:23,2019-03-11 18:09:05,1,1.0,7.5,2.95,0.0,14.75,yellow,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan,0,0.01,1.24,0.0
5629,2019-03-27 20:32:49,2019-03-27 20:41:16,1,1.0,7.5,0.0,0.0,8.8,green,Hollis,Queens Village,Queens,Queens,0,48.33,34.11,42.86
3379,2019-03-03 21:26:10,2019-03-03 21:30:39,1,1.1,5.5,1.85,0.0,11.15,yellow,Penn Station/Madison Sq West,West Village,Manhattan,Manhattan,0,0.02,1.24,0.0
321,2019-03-23 14:00:52,2019-03-23 14:08:51,2,1.1,7.0,1.75,0.0,12.05,yellow,Midtown South,Greenwich Village North,Manhattan,Manhattan,0,0.02,1.24,0.0
3754,2019-03-31 02:38:28,2019-03-31 02:43:31,3,1.11,6.0,1.96,0.0,11.76,yellow,East Chelsea,Greenwich Village North,Manhattan,Manhattan,0,0.02,1.24,0.0
3718,2019-03-25 12:20:49,2019-03-25 12:42:46,1,8.47,26.5,0.0,0.0,29.8,yellow,Lincoln Square East,Washington Heights North,Manhattan,Manhattan,1,60.57,57.07,64.71
4248,2019-03-05 18:43:02,2019-03-05 19:09:54,1,9.46,29.5,7.91,5.76,47.47,yellow,LaGuardia Airport,Midtown East,Queens,Manhattan,0,0.08,1.24,0.0
5690,2019-03-31 21:55:23,2019-03-31 22:02:47,1,2.3,9.0,0.0,0.0,10.3,green,Old Astoria,Jackson Heights,Queens,Queens,1,86.97,91.04,93.78
5026,2019-03-25 08:30:40,2019-03-25 08:46:16,1,2.91,13.5,0.0,0.0,16.8,yellow,Upper East Side North,Morningside Heights,Manhattan,Manhattan,1,91.13,93.33,93.78
510,2019-03-20 13:02:55,2019-03-20 13:42:30,1,6.93,29.5,0.0,0.0,32.8,yellow,Penn Station/Madison Sq West,Williamsburg (South Side),Manhattan,Brooklyn,1,71.29,75.22,75.0
2847,2019-03-12 14:59:53,2019-03-12 15:04:02,1,0.4,4.5,1.55,0.0,9.35,yellow,TriBeCa/Civic Center,TriBeCa/Civic Center,Manhattan,Manhattan,0,0.02,1.24,0.0
4051,2019-03-02 17:40:53,2019-03-02 17:59:26,2,2.76,13.5,3.36,0.0,20.16,yellow,East Harlem South,Midtown Center,Manhattan,Manhattan,0,0.02,1.24,0.0
4128,2019-03-17 18:47:53,2019-03-17 18:54:22,1,1.22,7.0,1.0,0.0,11.3,yellow,Lincoln Square East,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
1640,2019-03-26 18:09:24,2019-03-26 18:26:36,1,3.8,15.0,5.01,5.76,30.07,yellow,TriBeCa/Civic Center,Carroll Gardens,Manhattan,Brooklyn,0,0.25,1.26,0.0
1396,2019-03-05 21:42:32,2019-03-05 21:50:04,1,1.61,8.0,2.0,0.0,13.8,yellow,Lenox Hill West,Midtown East,Manhattan,Manhattan,0,0.01,1.24,0.0
2858,2019-03-11 13:22:26,2019-03-11 13:28:00,1,0.7,5.5,1.2,0.0,10.0,yellow,SoHo,West Village,Manhattan,Manhattan,0,0.02,1.24,0.0
4539,2019-03-29 17:55:03,2019-03-29 17:59:32,1,0.3,5.0,1.85,0.0,11.15,yellow,West Chelsea/Hudson Yards,Clinton West,Manhattan,Manhattan,0,0.01,1.24,0.0
5928,2019-03-14 18:12:16,2019-03-14 18:15:13,1,0.48,4.0,1.16,0.0,6.96,green,Park Slope,Park Slope,Brooklyn,Brooklyn,0,0.16,1.25,0.0
4311,2019-03-11 19:56:59,2019-03-11 20:15:17,4,2.68,13.5,2.5,0.0,20.3,yellow,Midtown East,Greenwich Village South,Manhattan,Manhattan,0,0.03,1.24,0.0
4472,2019-03-06 22:13:29,2019-03-06 22:17:35,2,0.55,4.5,1.66,0.0,9.96,yellow,Kips Bay,Kips Bay,Manhattan,Manhattan,0,0.02,1.24,0.0
5196,2019-03-09 19:07:42,2019-03-09 19:12:27,2,1.27,6.0,0.0,0.0,9.3,yellow,Lincoln Square East,Upper West Side North,Manhattan,Manhattan,1,93.8,94.5,96.77
6424,2019-03-30 20:52:15,2019-03-30 20:59:55,1,1.7,8.0,0.0,0.0,9.3,green,Central Harlem,Central Harlem North,Manhattan,Manhattan,1,85.25,89.9,93.78
1997,2019-03-30 23:10:19,2019-03-30 23:13:55,0,1.2,5.5,0.0,0.0,9.3,yellow,Yorkville East,East Harlem North,Manhattan,Manhattan,1,90.41,92.98,93.78
1916,2019-03-07 19:04:42,2019-03-07 19:21:00,1,2.78,12.5,4.2,0.0,21.0,yellow,Yorkville West,Lincoln Square West,Manhattan,Manhattan,0,0.01,1.24,0.0
6020,2019-03-18 08:46:18,2019-03-18 09:05:59,1,3.16,15.0,0.0,0.0,15.8,green,Mott Haven/Port Morris,East Tremont,Bronx,Bronx,0,22.74,6.73,4.76
3118,2019-03-24 00:44:57,2019-03-24 00:50:04,1,1.2,6.0,1.95,0.0,11.75,yellow,Clinton East,East Chelsea,Manhattan,Manhattan,0,0.01,1.24,0.0
877,2019-03-29 06:49:41,2019-03-29 06:54:41,1,0.77,5.5,1.0,0.0,9.8,yellow,Garment District,Murray Hill,Manhattan,Manhattan,0,0.01,1.24,0.0
2382,2019-03-12 20:30:18,2019-03-12 20:33:57,2,0.55,4.5,1.0,0.0,9.3,yellow,Upper West Side South,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
3159,2019-03-19 13:05:19,2019-03-19 13:09:42,1,0.25,4.5,0.0,0.0,7.8,yellow,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan,1,92.62,94.01,93.78
1095,2019-03-20 16:20:21,2019-03-20 16:26:25,5,0.74,6.0,1.03,0.0,11.33,yellow,Lincoln Square West,Lincoln Square West,Manhattan,Manhattan,0,0.03,1.24,0.0
5935,2019-03-23 02:16:57,2019-03-23 02:25:06,1,1.49,7.5,1.32,0.0,10.12,green,Williamsburg (North Side),Williamsburg (South Side),Brooklyn,Brooklyn,0,0.56,1.29,0.0
439,2019-03-21 22:07:10,2019-03-21 22:17:36,1,1.94,9.5,2.2,0.0,15.5,yellow,Upper West Side South,Lenox Hill West,Manhattan,Manhattan,0,0.01,1.24,0.0
5789,2019-03-21 13:59:01,2019-03-21 14:04:54,1,0.77,6.0,0.0,0.0,6.8,green,Morningside Heights,Manhattan Valley,Manhattan,Manhattan,1,88.86,92.16,93.78
4976,2019-03-01 19:08:31,2019-03-01 19:18:55,0,1.8,8.5,2.55,0.0,15.35,yellow,Sutton Place/Turtle Bay North,Yorkville East,Manhattan,Manhattan,0,0.01,1.24,0.0
1147,2019-03-19 05:35:17,2019-03-19 06:10:16,6,14.54,42.0,8.66,0.0,51.96,yellow,JFK Airport,Clinton Hill,Queens,Brooklyn,0,0.23,1.26,0.0
4744,2019-03-07 16:55:43,2019-03-07 17:00:42,1,0.54,5.0,0.0,0.0,9.3,yellow,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan,1,89.67,92.59,93.78
2014,2019-03-10 19:32:44,2019-03-10 20:17:05,4,18.86,52.0,12.21,5.76,73.27,yellow,JFK Airport,West Village,Queens,Manhattan,0,0.2,1.25,0.0
2488,2019-03-02 18:01:47,2019-03-02 18:12:03,1,1.63,8.5,0.0,0.0,11.8,yellow,Lincoln Square East,Upper West Side North,Manhattan,Manhattan,1,94.25,94.68,96.77
5998,2019-03-15 18:36:30,2019-03-15 18:51:09,1,3.82,14.5,3.26,0.0,19.56,green,Morningside Heights,Washington Heights North,Manhattan,Manhattan,0,0.21,1.25,0.0
261,2019-03-21 16:19:53,2019-03-21 16:24:46,1,0.8,5.5,0.0,0.0,9.8,yellow,Garment District,Union Sq,Manhattan,Manhattan,1,92.41,93.92,93.78
2202,2019-03-14 22:32:33,2019-03-14 22:49:39,1,2.9,13.0,3.36,0.0,20.16,yellow,East Chelsea,East Village,Manhattan,Manhattan,0,0.02,1.24,0.0
4659,2019-03-10 13:38:18,2019-03-10 13:49:59,2,1.1,8.5,0.0,0.0,11.8,yellow,Lincoln Square East,Times Sq/Theatre District,Manhattan,Manhattan,1,94.97,94.95,100.0
3541,2019-03-10 13:48:07,2019-03-10 14:26:11,1,6.3,27.0,7.58,0.0,37.88,yellow,Penn Station/Madison Sq West,Crown Heights North,Manhattan,Brooklyn,0,0.06,1.24,0.0
5851,2019-03-03 10:14:46,2019-03-03 10:55:52,1,9.08,33.0,0.0,0.0,33.8,green,Starrett City,Boerum Hill,Brooklyn,Brooklyn,0,6.07,1.96,0.0
2009,2019-03-22 15:00:04,2019-03-22 15:07:58,1,1.09,7.0,0.0,0.0,10.3,yellow,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan,1,94.57,94.8,96.77
47,2019-03-13 06:17:45,2019-03-13 06:21:54,2,1.15,5.5,2.64,0.0,11.44,yellow,Upper East Side North,Lenox Hill West,Manhattan,Manhattan,0,0.02,1.24,0.0
4423,2019-03-02 11:01:09,2019-03-02 11:21:11,2,3.63,16.0,2.0,0.0,21.3,yellow,Union Sq,Yorkville West,Manhattan,Manhattan,0,0.02,1.24,0.0
3858,2019-03-05 17:46:14,2019-03-05 17:51:21,1,0.5,5.0,0.0,0.0,9.3,yellow,Kips Bay,Midtown East,Manhattan,Manhattan,1,90.04,92.79,93.78
325,2019-03-02 16:27:34,2019-03-02 16:41:30,2,1.7,10.5,0.0,0.0,13.8,yellow,Greenwich Village South,Midtown South,Manhattan,Manhattan,1,93.49,94.38,96.77
690,2019-03-31 14:38:27,2019-03-31 14:57:02,1,3.35,14.0,0.0,0.0,17.3,yellow,Penn Station/Madison Sq West,Financial District North,Manhattan,Manhattan,1,90.39,92.97,93.78
3845,2019-03-27 22:38:49,2019-03-27 23:06:34,1,9.3,29.0,7.2,0.0,40.0,yellow,TriBeCa/Civic Center,Central Harlem North,Manhattan,Manhattan,0,0.07,1.24,0.0
5989,2019-03-23 00:36:17,2019-03-23 00:48:47,1,2.87,12.0,0.0,0.0,13.3,green,Flushing,Bayside,Queens,Queens,1,59.89,55.78,64.71
3343,2019-03-02 09:57:31,2019-03-02 10:00:31,1,0.58,4.5,1.56,0.0,9.36,yellow,Upper East Side South,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
1766,2019-03-25 09:31:28,2019-03-25 09:45:38,1,2.5,11.5,2.96,0.0,17.76,yellow,Yorkville East,UN/Turtle Bay South,Manhattan,Manhattan,0,0.01,1.24,0.0
5965,2019-03-06 10:07:50,2019-03-06 10:16:42,2,1.34,7.5,0.0,0.0,8.3,green,Morningside Heights,Central Harlem North,Manhattan,Manhattan,1,90.03,92.79,93.78
4263,2019-03-31 03:07:19,2019-03-31 03:22:25,1,5.8,17.5,4.0,0.0,25.3,yellow,West Chelsea/Hudson Yards,East Harlem South,Manhattan,Manhattan,0,0.03,1.24,0.0
2130,2019-03-31 21:26:33,2019-03-31 21:36:16,1,1.7,8.5,3.05,0.0,15.35,yellow,Union Sq,Little Italy/NoLiTa,Manhattan,Manhattan,0,0.01,1.24,0.0
4097,2019-03-11 06:21:52,2019-03-11 06:29:44,1,1.28,7.0,3.09,0.0,13.39,yellow,Clinton East,Midtown East,Manhattan,Manhattan,0,0.01,1.24,0.0
581,2019-03-23 13:53:38,2019-03-23 14:04:13,5,0.88,8.0,2.82,0.0,14.12,yellow,Midtown South,West Chelsea/Hudson Yards,Manhattan,Manhattan,0,0.03,1.24,0.0
1433,2019-03-07 07:14:15,2019-03-07 07:31:19,1,3.5,14.0,0.0,0.0,17.3,yellow,East Chelsea,Upper West Side North,Manhattan,Manhattan,1,90.5,93.02,93.78
2197,2019-03-02 21:38:40,2019-03-02 21:59:41,2,6.84,22.5,6.58,0.0,32.88,yellow,Flatiron,Central Park,Manhattan,Manhattan,0,0.04,1.24,0.0
3804,2019-03-14 15:50:27,2019-03-14 15:59:46,1,1.34,8.0,2.26,0.0,13.56,yellow,Midtown Center,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
4385,2019-03-25 21:12:33,2019-03-25 21:20:15,1,1.2,6.5,2.05,0.0,12.35,yellow,TriBeCa/Civic Center,Financial District South,Manhattan,Manhattan,0,0.01,1.24,0.0
4381,2019-03-22 12:52:19,2019-03-22 13:05:25,1,1.4,10.0,3.95,0.0,17.25,yellow,East Village,Union Sq,Manhattan,Manhattan,0,0.01,1.24,0.0
4126,2019-03-27 01:42:00,2019-03-27 01:48:47,1,1.2,7.0,2.16,0.0,12.96,yellow,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan,0,0.02,1.24,0.0
412,2019-03-26 08:44:47,2019-03-26 08:51:36,1,1.2,6.5,2.45,0.0,12.25,yellow,Clinton East,Clinton West,Manhattan,Manhattan,0,0.02,1.24,0.0
43,2019-03-27 19:39:16,2019-03-27 20:00:26,1,9.5,28.0,0.0,5.76,35.06,yellow,LaGuardia Airport,Washington Heights South,Queens,Manhattan,1,76.65,82.11,83.33
